6,5,1,1,4,6,10,4,0,10,10,0,0,21,21,0,0,0
14,12,4,4,7,13,18,4,2,16,14,4,3,30,29,0,0,1
4,2,2,1,1,3,4,0,0,5,5,0,0,7,7,0,1,0
2,2,1,5,4,3,6,4,1,13,7,7,4,17,17,2,1,0
0,0,0,1,0,0,0,0,0,3,1,2,1,3,3,0,0,0
